302604.04011510743,4124047.1124381702
302604.0399595221,4124047.163782553
302604.03980393667,4124047.215126933
302604.0396483511,4124047.26647131
302604.0394927653,4124047.317815682
302604.03933717933,4124047.3691600477
302604.03918159293,4124047.4205044056
302604.0390260062,4124047.471848753
302604.03887041897,4124047.523193089
302604.0387148311,4124047.574537411
302604.0385592425,4124047.6258817166
302604.03840365313,4124047.6772260037
302604.03824806295,4124047.728570269
302604.0380924718,4124047.7799145086
302604.0379368794,4124047.83125872
302604.0377812857,4124047.8826028984
302604.0376256906,4124047.93394704
302604.03747009387,4124047.985291138
302604.03731449513,4124048.036635186
302604.0371588941,4124048.087979177
302604.0370032905,4124048.1393231037
302604.036847684,4124048.1906669564
302604.03669207427,4124048.242010725
302604.03653646074,4124048.2933543976
302604.03638084297,4124048.344697961
302604.0362252205,4124048.3960414
302604.03606959246,4124048.4473846965
302604.0359139581,4124048.4987278306
302604.03575831646,4124048.5500707803
302604.03560266667,4124048.601413519
302604.03544700745,4124048.652756017
302604.0352913375,4124048.704098242
302604.0351356555,4124048.7554401555
302604.03497995954,4124048.806781714
302604.0348242479,4124048.8581228675
302604.0346685181,4124048.9094635597
302604.0345127678,4124048.9608037276
302604.0343569941,4124049.0121432976
302604.0342011938,4124049.063482186
302604.0340453632,4124049.1148202983
302604.0338894981,4124049.1661575264
302604.0337335936,4124049.2174937474
302604.03357764427,4124049.268828821
302604.0334216439,4124049.320162587
302604.03326558537,4124049.371494862
302604.03310946055,4124049.422825439
302604.0329532602,4124049.4741540826
302604.0327969737,4124049.5254805223
302604.03264058917,4124049.5768044507
302604.0324840928,4124049.6281255186
302604.03232746915,4124049.679443327
302604.03217070043,4124049.7307574213
302604.0320137665,4124049.7820672854
302604.0318566443,4124049.833372329
302604.0316993076,4124049.8846718804
302604.03154172655,4124049.935965175
302604.0313838669,4124049.98725134
302604.03122569,4124050.0385293826
302604.0310671516,4124050.089798171
302604.0309082014,4124050.1410564166
302604.03074878204,4124050.1923026503
302604.0305888282,4124050.2435351987
302604.0304282653,4124050.2947521554
302604.03026700846,4124050.3459513485
302604.0301049612,4124050.3971303026
302604.0299420132,4124050.4482861976
302604.0297780391,4124050.4994158205
302604.02961289586,4124050.5505155115
302604.02944642055,4124050.601581101
302604.02927842765,4124050.6526078368
302604.02910910227,4124050.7036004714
302604.02893860685,4124050.7545631747
302604.028767084,4124050.8054996068
302604.02859465877,4124050.85641298
302604.02842144086,4124050.907306114
302604.0282475265,4124050.9581814855
302604.02807299996,4124051.0090412656
302604.0278979352,4124051.0598873617
302604.02772239683,4124051.110721447
302604.0275464414,4124051.1615449907
302604.0273701184,4124051.2123592827
302604.02719347115,4124051.263165454
302604.0270165373,4124051.3139644973
302604.0268393499,4124051.3647572864
302604.0266619374,4124051.415544586
302604.02648432454,4124051.466327067
302604.02630653256,4124051.517105321
302604.02612857975,4124051.5678798654
302604.02595048136,4124051.6186511545
302604.02577225055,4124051.6694195876
302604.0255938981,4124051.720185515
302604.0254154325,4124051.770949245
302604.02523686073,4124051.8217110476
302604.02505818754,4124051.8724711603
302604.02487941633,4124051.9232297917
302604.0247005484,4124051.9739871253
302604.0245215837,4124052.024743323
302604.02434252034,4124052.0754985274
302604.02416335494,4124052.126252862
302604.02398408233,4124052.177006439
302604.02380469546,4124052.2277593547
302604.02362518536,4124052.278511696
302604.0234455409,4124052.3292635386
302604.02326574875,4124052.380014951
302604.0230857929,4124052.430765993
302604.0229056548,4124052.4815167193
302604.02272531256,4124052.532267178
302604.022544741,4124052.5830174135
302604.02236391086,4124052.6337674675
302604.02218278864,4124052.6845173766
302604.02200133563,4124052.735267176
302604.0218195076,4124052.786016899
302604.021637254,4124052.8367665783
302604.02145451703,4124052.8875162443
302604.02127123054,4124052.938265928
302604.0210873191,4124052.9890156607
302604.0209026966,4124053.0397654735
302604.0207172648,4124053.0905154003
302604.02053091157,4124053.1412654766
302604.02034350927,4124053.1920157406
302604.02015491226,4124053.2427662327
302604.0199649545,4124053.2935169977
302604.01977344713,4124053.3442680845
302604.01958017435,4124053.3950195485
302604.0193848907,4124053.4457714516
302604.0191873161,4124053.4965238627
302604.0189871318,4124053.547276859
302604.01878397434,4124053.598030528
302604.0185774297,4124053.6487849685
302604.018367026,4124053.699540293
302604.0181522259,4124053.750296629
302604.01793241693,4124053.8010541205
302604.0177069014,4124053.851812931
302604.0174748843,4124053.9025732465
302604.0172354598,4124053.9533352805
302604.0169875961,4124054.0040992745
302604.0167301174,4124054.054865503
302604.0164616841,4124054.105634279
302604.0161807701,4124054.1564059583
302604.01588563673,4124054.2071809475
302604.01557430276,4124054.257959708
302604.01524451113,4124054.3087427667
302604.0148936903,4124054.3595307237
302604.01451891044,4124054.410324261
302604.01411683357,4124054.4611241575
302604.0136836566,4124054.5119313
302604.01321504655,4124054.562746699
302604.01270606695,4124054.6135715046
302604.01215109334,4124054.6644070274
302604.01154371776,4124054.7152547613
302604.01087663946,4124054.7661164077
302604.0101415405,4124054.8169939048
302604.0093289441,4124054.8678894616
302604.0084280531,4124054.9188055946
302604.0074265662,4124054.9697451713
302604.0063104681,4124055.0207114574
302604.0050637909,4124055.071708174
302604.00366834196,4124055.1227395614
302604.00210339425,4124055.1738104494
302604.0003453327,4124055.224926342
302603.9984173718,4124055.2760816636
302603.99633983127,4124055.3272715136
302603.9941304825,4124055.378491578
302603.99180485134,4124055.429738057
302603.9893764825,4124055.4810076007
302603.9868571703,4124055.5322972536
302603.98425715964,4124055.583604402
302603.98158532067,4124055.6349267308
302603.97884929966,4124055.686262183
302603.97605564946,4124055.7376089254
302603.9732099411,4124055.788965318
302603.97031685873,4124055.840329882
302603.9673802793,4124055.891701282
302603.96440333873,4124055.9430782967
302603.9613884854,4124055.994459801
302603.9583375216,4124056.045844746
302603.95525163447,4124056.0972321415
302603.95213141624,4124056.1486210395
302603.9489768742,4124056.200010517
302603.94578743074,4124056.2513996623
302603.94256191386,4124056.3027875554
302603.9392985367,4124056.354173257
302603.93599486764,4124056.405555789
302603.93264778843,4124056.4569341214
302603.92925344117,4124056.5083071515
302603.92580716294,4124056.5596736856
302603.92230340576,4124056.6110324194
302603.91873564257,4124056.6623819172
302603.9150962557,4124056.7137205843
302603.9113764075,4124056.765046642
302603.90756588895,4124056.816358098
302603.9036529468,4124056.867652708
302603.89962408267,4124056.9189279447
302603.895463823,4124056.9701809483
302603.89115445584,4124057.0214084806
302603.8866757289,4124057.0726068695
302603.8820045043,4124057.1237719473
302603.87711436476,4124057.1748989774
302603.8719751633,4124057.225982575
302603.8665525096,4124057.2770166174
302603.86080718413,4124057.3279941347
302603.85469447006,4124057.378907196
302603.8482590451,4124057.429763583
302603.84154008894,4124057.4805701114
302603.8345719507,4124057.5313327475
302603.82738473424,4124057.5820567105
302603.82000481087,4124057.6327465586
302603.81245526887,4124057.683406272
302603.8047563066,4124057.7340393155
302603.79692557675,4124057.7846487
302603.7889784871,4124057.8352370337
302603.780928463,4124057.8858065656
302603.77278717625,4124057.9363592244
302603.76456474356,4124057.9868966513
302603.7562698993,4124058.037420227
302603.7479101441,4124058.0879310993
302603.7394918728,4124058.1384301973
302603.7310204831,4124058.18891825
302603.72250046785,4124058.239395798
302603.7139354915,4124058.289863202
302603.7053284524,4124058.340320651
302603.6966815324,4124058.390768164
302603.6879962339,4124058.441205592
302603.6792734051,4124058.491632612
302603.67051325535,4124058.5420487258
302603.6617153578,4124058.592453248
302603.6528786426,4124058.642845296
302603.6440013785,4124058.6932237744
302603.6350811437,4124058.743587358
302603.62611478387,4124058.793934467
302603.6170983592,4124058.8442632398
302603.6080270769,4124058.894571504
302603.59889520943,4124058.9448567373
302603.5896959971,4124058.9951160247
302603.5804215329,4124059.0453460095
302603.57106262795,4124059.0955428365
302603.5616086545,4124059.145702083
302603.5520473652,4124059.1958186887
302603.5423646846,4124059.2458868665
302603.53254446865,4124059.295900003
302603.52256823063,4124059.345850549
302603.51241482544,4124059.395729887
302603.5020600896,4124059.4455281864
302603.4914764295,4124059.4952342375
302603.4806323515,4124059.5448352573
302603.4694919252,4124059.5943166744
302603.4580141713,4124059.643661881
302603.4461523635,4124059.692851945
302603.4338532323,4124059.741865294
302603.42105605756,4124059.790677345
302603.407691634,4124059.839260084
302603.39368109225,4124059.8875815915
302603.3789345548,4124059.9356054957
302603.36334960506,4124059.983290357
302603.34680954245,4124060.0305889575
302603.329181394,4124060.0774474987
302603.3105982181,4124060.1239197953
302603.29117680213,4124060.1700530797
302603.2710196523,4124060.2158888094
302603.2502167403,4124060.2614633716
302603.22884703585,4124060.306808704
302603.2069798523,4124060.35195284
302603.18467602733,4124060.3969203844
302603.1619889598,4124060.4417329333
302603.138965519,4124060.486409443
302603.1156468436,4124060.530966552
302603.09206904244,4124060.575418863
302603.06826380943,4124060.619779195
302603.0442589639,4124060.6640588003
302603.02007892437,4124060.7082675537
302602.9957451245,4124060.752414125
302602.9712763785,4124060.7965061236
